"label","label_name","board","post_id","comment_id","depth","title","post","comment"
"i","Informative","연애상담소","2018622","13028888","1","여기 글 쓰는 사람들","확 줄은 느낌","내가 그냥 추측하기론 그냥 서담에 여자가 줄음 내가 여자라도 쓰기 싫을 듯 한동안 홍역앓는 동안"
"i","Informative","연애상담소","2018622","13028966","0","여기 글 쓰는 사람들","확 줄은 느낌","서담 자체도 죽었고 그중에서 여자비율 높은 연게는 더 죽었지 예전 익2꼬라지보면 내가 여자라도 서담 안들어올듯 ㅋㅋㅋ"
"i","Informative","연애상담소","2018622","13029772","0","여기 글 쓰는 사람들","확 줄은 느낌","연게에 병신들 출몰해서"
"i","Informative","연애상담소","2018536","13028132","0","20후 여자인데","요즘 좀 심란하다 ㅠㅠ
사람을 만나야하는건지 아닌지 모르겠어
고민 들어줄 사람 있을까","그냥 여따 써봐"
"i","Informative","연애상담소","2018536","13028285","0","20후 여자인데","요즘 좀 심란하다 ㅠㅠ
사람을 만나야하는건지 아닌지 모르겠어
고민 들어줄 사람 있을까","라인은 안해?"
"i","Informative","연애상담소","2018536","13028711","0","20후 여자인데","요즘 좀 심란하다 ㅠㅠ
사람을 만나야하는건지 아닌지 모르겠어
고민 들어줄 사람 있을까","혹시 자는게 아니라면 나도 얘기 들어주고싶어! 얘기할 생각 있다면 편하게 댓글 달아줘!"
"i","Informative","연애상담소","2018536","13029031","0","20후 여자인데","요즘 좀 심란하다 ㅠㅠ
사람을 만나야하는건지 아닌지 모르겠어
고민 들어줄 사람 있을까","연락을 안하네 ㅋㅋ"
"i","Informative","연애상담소","2017950","13025200","0","19) 많이 혼란스럽다","술먹고 끝까지 갔다
속궁합 진짜 잘맞는다고 너 왜이렇게 잘하냐 얘기들었고 하고 나서도 며칠째 연락하다가 나보고 우리 가치관이 이성으로는 아닌거 같다면서 그냥 누나동생 사이로 지내쟤
벙쪄서 누나동생 사이로 지내자는게 더 이상 연락을 안하길 원하는건지 글자 그대로인지 확실히 말해달랬더니 글자 그대로래
난 진지하게 사귈 생각 있었는데 파트너하자는건가 싶고 뭐가 맞는지 모르겠다
나 욕하려면 욕해도 된다","진심으로 좋아한거임?"
"i","Informative","연애상담소","2017950","13025227","1","19) 많이 혼란스럽다","술먹고 끝까지 갔다
속궁합 진짜 잘맞는다고 너 왜이렇게 잘하냐 얘기들었고 하고 나서도 며칠째 연락하다가 나보고 우리 가치관이 이성으로는 아닌거 같다면서 그냥 누나동생 사이로 지내쟤
벙쪄서 누나동생 사이로 지내자는게 더 이상 연락을 안하길 원하는건지 글자 그대로인지 확실히 말해달랬더니 글자 그대로래
난 진지하게 사귈 생각 있었는데 파트너하자는건가 싶고 뭐가 맞는지 모르겠다
나 욕하려면 욕해도 된다","흠... 이건 좀 어렵네"
"i","Informative","연애상담소","2017950","13025265","0","19) 많이 혼란스럽다","술먹고 끝까지 갔다
속궁합 진짜 잘맞는다고 너 왜이렇게 잘하냐 얘기들었고 하고 나서도 며칠째 연락하다가 나보고 우리 가치관이 이성으로는 아닌거 같다면서 그냥 누나동생 사이로 지내쟤
벙쪄서 누나동생 사이로 지내자는게 더 이상 연락을 안하길 원하는건지 글자 그대로인지 확실히 말해달랬더니 글자 그대로래
난 진지하게 사귈 생각 있었는데 파트너하자는건가 싶고 뭐가 맞는지 모르겠다
나 욕하려면 욕해도 된다","와 얘 존나 낭만적인 애네 함 했으면 개꿀인거지 뭘 자꾸 질척여"
"i","Informative","연애상담소","2017950","13025292","0","19) 많이 혼란스럽다","술먹고 끝까지 갔다
속궁합 진짜 잘맞는다고 너 왜이렇게 잘하냐 얘기들었고 하고 나서도 며칠째 연락하다가 나보고 우리 가치관이 이성으로는 아닌거 같다면서 그냥 누나동생 사이로 지내쟤
벙쪄서 누나동생 사이로 지내자는게 더 이상 연락을 안하길 원하는건지 글자 그대로인지 확실히 말해달랬더니 글자 그대로래
난 진지하게 사귈 생각 있었는데 파트너하자는건가 싶고 뭐가 맞는지 모르겠다
나 욕하려면 욕해도 된다","파트너는 또 필요한 거 보니 걸레년인 것 같은데 나 같으면 팍 식을 듯"
"i","Informative","연애상담소","2017950","13027709","1","19) 많이 혼란스럽다","술먹고 끝까지 갔다
속궁합 진짜 잘맞는다고 너 왜이렇게 잘하냐 얘기들었고 하고 나서도 며칠째 연락하다가 나보고 우리 가치관이 이성으로는 아닌거 같다면서 그냥 누나동생 사이로 지내쟤
벙쪄서 누나동생 사이로 지내자는게 더 이상 연락을 안하길 원하는건지 글자 그대로인지 확실히 말해달랬더니 글자 그대로래
난 진지하게 사귈 생각 있었는데 파트너하자는건가 싶고 뭐가 맞는지 모르겠다
나 욕하려면 욕해도 된다","근데 은근히 이런사람 꽤 있더라 겉으로는 정숙한척 하면서 이남자 저남자 도움받을건 다 받고 뒤에서는 FWB 만나서 섹스하고 다니고 자기 안좋게 소문날까봐 주기적으로 휴대폰 번호 바꾸고 잠수하면서 세탁하는 애들 봤음"
"i","Informative","연애상담소","2017950","13025504","0","19) 많이 혼란스럽다","술먹고 끝까지 갔다
속궁합 진짜 잘맞는다고 너 왜이렇게 잘하냐 얘기들었고 하고 나서도 며칠째 연락하다가 나보고 우리 가치관이 이성으로는 아닌거 같다면서 그냥 누나동생 사이로 지내쟤
벙쪄서 누나동생 사이로 지내자는게 더 이상 연락을 안하길 원하는건지 글자 그대로인지 확실히 말해달랬더니 글자 그대로래
난 진지하게 사귈 생각 있었는데 파트너하자는건가 싶고 뭐가 맞는지 모르겠다
나 욕하려면 욕해도 된다","섹파하면되지뭘"
"c","Critical","연애상담소","2017950","13025507","1","19) 많이 혼란스럽다","술먹고 끝까지 갔다
속궁합 진짜 잘맞는다고 너 왜이렇게 잘하냐 얘기들었고 하고 나서도 며칠째 연락하다가 나보고 우리 가치관이 이성으로는 아닌거 같다면서 그냥 누나동생 사이로 지내쟤
벙쪄서 누나동생 사이로 지내자는게 더 이상 연락을 안하길 원하는건지 글자 그대로인지 확실히 말해달랬더니 글자 그대로래
난 진지하게 사귈 생각 있었는데 파트너하자는건가 싶고 뭐가 맞는지 모르겠다
나 욕하려면 욕해도 된다","너말고도여러명돌아가면서할텐데도사귀고싶냐?정신차려"
"i","Informative","연애상담소","2017950","13026383","0","19) 많이 혼란스럽다","술먹고 끝까지 갔다
속궁합 진짜 잘맞는다고 너 왜이렇게 잘하냐 얘기들었고 하고 나서도 며칠째 연락하다가 나보고 우리 가치관이 이성으로는 아닌거 같다면서 그냥 누나동생 사이로 지내쟤
벙쪄서 누나동생 사이로 지내자는게 더 이상 연락을 안하길 원하는건지 글자 그대로인지 확실히 말해달랬더니 글자 그대로래
난 진지하게 사귈 생각 있었는데 파트너하자는건가 싶고 뭐가 맞는지 모르겠다
나 욕하려면 욕해도 된다","어케만난사이임"
"i","Informative","연애상담소","2017950","13026843","0","19) 많이 혼란스럽다","술먹고 끝까지 갔다
속궁합 진짜 잘맞는다고 너 왜이렇게 잘하냐 얘기들었고 하고 나서도 며칠째 연락하다가 나보고 우리 가치관이 이성으로는 아닌거 같다면서 그냥 누나동생 사이로 지내쟤
벙쪄서 누나동생 사이로 지내자는게 더 이상 연락을 안하길 원하는건지 글자 그대로인지 확실히 말해달랬더니 글자 그대로래
난 진지하게 사귈 생각 있었는데 파트너하자는건가 싶고 뭐가 맞는지 모르겠다
나 욕하려면 욕해도 된다","파트너 하자는건 너무확대해석인거고 그냥 친구로 지내자는 ㅈㄴ 뻔한 단골멘트잖아 안사귀고 싶다는거임"
"i","Informative","연애상담소","2017950","13026886","0","19) 많이 혼란스럽다","술먹고 끝까지 갔다
속궁합 진짜 잘맞는다고 너 왜이렇게 잘하냐 얘기들었고 하고 나서도 며칠째 연락하다가 나보고 우리 가치관이 이성으로는 아닌거 같다면서 그냥 누나동생 사이로 지내쟤
벙쪄서 누나동생 사이로 지내자는게 더 이상 연락을 안하길 원하는건지 글자 그대로인지 확실히 말해달랬더니 글자 그대로래
난 진지하게 사귈 생각 있었는데 파트너하자는건가 싶고 뭐가 맞는지 모르겠다
나 욕하려면 욕해도 된다","며칠 연락하다가 그런거면 사귈생각있었어도 대화하면서 깨는 포인트들이 있었겠지"
"i","Informative","연애상담소","2017730","13024374","0","남자 겨드랑이 제모 질문","연애 얘기는 아니지만
1. 싹 다 제모
2. 숯 치고 형태만 정리
3. 너무 튀지 않으면 그냥 다니기
수영장 자주 다닐 계획인데 셋 중에 어떤 게 보기에 불편하지 않을까요??
아 그리고 싹 다 제모 말고 정리만하려면 눈썹칼(물론 새 거)로 하면 되나요??","2는 괜히 손 댔다가 더 이상해질거 같고 1이나 3이 나을듯!"
"i","Informative","연애상담소","2017730","13024541","0","남자 겨드랑이 제모 질문","연애 얘기는 아니지만
1. 싹 다 제모
2. 숯 치고 형태만 정리
3. 너무 튀지 않으면 그냥 다니기
수영장 자주 다닐 계획인데 셋 중에 어떤 게 보기에 불편하지 않을까요??
아 그리고 싹 다 제모 말고 정리만하려면 눈썹칼(물론 새 거)로 하면 되나요??","11111111111111111"
"i","Informative","연애상담소","2017730","13024645","0","남자 겨드랑이 제모 질문","연애 얘기는 아니지만
1. 싹 다 제모
2. 숯 치고 형태만 정리
3. 너무 튀지 않으면 그냥 다니기
수영장 자주 다닐 계획인데 셋 중에 어떤 게 보기에 불편하지 않을까요??
아 그리고 싹 다 제모 말고 정리만하려면 눈썹칼(물론 새 거)로 하면 되나요??","레이저제모 받으셈"
"i","Informative","연애상담소","2017730","13024700","1","남자 겨드랑이 제모 질문","연애 얘기는 아니지만
1. 싹 다 제모
2. 숯 치고 형태만 정리
3. 너무 튀지 않으면 그냥 다니기
수영장 자주 다닐 계획인데 셋 중에 어떤 게 보기에 불편하지 않을까요??
아 그리고 싹 다 제모 말고 정리만하려면 눈썹칼(물론 새 거)로 하면 되나요??","겨드랑이도 레이저 받아?"
"i","Informative","연애상담소","2017730","13026990","2","남자 겨드랑이 제모 질문","연애 얘기는 아니지만
1. 싹 다 제모
2. 숯 치고 형태만 정리
3. 너무 튀지 않으면 그냥 다니기
수영장 자주 다닐 계획인데 셋 중에 어떤 게 보기에 불편하지 않을까요??
아 그리고 싹 다 제모 말고 정리만하려면 눈썹칼(물론 새 거)로 하면 되나요??","Oo 깔끔하고 좋음"
"i","Informative","연애상담소","2017730","13024681","0","남자 겨드랑이 제모 질문","연애 얘기는 아니지만
1. 싹 다 제모
2. 숯 치고 형태만 정리
3. 너무 튀지 않으면 그냥 다니기
수영장 자주 다닐 계획인데 셋 중에 어떤 게 보기에 불편하지 않을까요??
아 그리고 싹 다 제모 말고 정리만하려면 눈썹칼(물론 새 거)로 하면 되나요??","수영다니면서 겨털제모한 남자분 한번도 못보긴 함"
"i","Informative","연애상담소","2017730","13024809","0","남자 겨드랑이 제모 질문","연애 얘기는 아니지만
1. 싹 다 제모
2. 숯 치고 형태만 정리
3. 너무 튀지 않으면 그냥 다니기
수영장 자주 다닐 계획인데 셋 중에 어떤 게 보기에 불편하지 않을까요??
아 그리고 싹 다 제모 말고 정리만하려면 눈썹칼(물론 새 거)로 하면 되나요??","111111111111 제발 흔하게 안한다고 여자들이 극혐 안하는거아님요 제발좀ㅠ 여자들은 다 하던데 왜.."
"i","Informative","연애상담소","2017730","13024839","1","남자 겨드랑이 제모 질문","연애 얘기는 아니지만
1. 싹 다 제모
2. 숯 치고 형태만 정리
3. 너무 튀지 않으면 그냥 다니기
수영장 자주 다닐 계획인데 셋 중에 어떤 게 보기에 불편하지 않을까요??
아 그리고 싹 다 제모 말고 정리만하려면 눈썹칼(물론 새 거)로 하면 되나요??","진짜 몰라서 그런데 레이저 제모처럼 민둥(?)살 만들어야 한다는거죠??? 아부지들 턱수염처럼 남기지 말고??"
"i","Informative","연애상담소","2017730","13024950","2","남자 겨드랑이 제모 질문","연애 얘기는 아니지만
1. 싹 다 제모
2. 숯 치고 형태만 정리
3. 너무 튀지 않으면 그냥 다니기
수영장 자주 다닐 계획인데 셋 중에 어떤 게 보기에 불편하지 않을까요??
아 그리고 싹 다 제모 말고 정리만하려면 눈썹칼(물론 새 거)로 하면 되나요??","꼭 매번 그럴필욘업어도 겨드랑이 면도기로 하면 깔끔해지니까요 근데 자주 까먹게되니 레이저가 편할뿐"
"i","Informative","연애상담소","2017730","13025158","0","남자 겨드랑이 제모 질문","연애 얘기는 아니지만
1. 싹 다 제모
2. 숯 치고 형태만 정리
3. 너무 튀지 않으면 그냥 다니기
수영장 자주 다닐 계획인데 셋 중에 어떤 게 보기에 불편하지 않을까요??
아 그리고 싹 다 제모 말고 정리만하려면 눈썹칼(물론 새 거)로 하면 되나요??","아무도신경안씀ㅋ"
"i","Informative","연애상담소","2017691","13023949","0","5살 많은 오빠","너무 애기처럼 보는거 같은데 직진해볼까요","남자는 어린 여성이 호감 가지고 다가오면 싫어할 수 없게 프로그래밍 되어있습니다"
"i","Informative","연애상담소","2017691","13032806","1","5살 많은 오빠","너무 애기처럼 보는거 같은데 직진해볼까요","회사 후배이면 조심스럽긴 하겠죠..?ㅠ"
"i","Informative","연애상담소","2017691","13033410","2","5살 많은 오빠","너무 애기처럼 보는거 같은데 직진해볼까요","조심스럽긴 하겠지만 한편으론 엄청 좋겠죠"
"i","Informative","연애상담소","2017691","13024103","0","5살 많은 오빠","너무 애기처럼 보는거 같은데 직진해볼까요","애기처럼 본다는 거는 좋아한다는 의미에요"
"i","Informative","연애상담소","2017165","13022479","0","19) 오일","기념일에 선물로 남친한테 오일플레이 해주고 싶은데 모텔에서 해도 돼?
바디타월 깔고 하면 괜찮은가? 해본 사람 있으면 조언 좀 ㅠㅠ
그리고 오일이랑 젤 중에 뭐가 더 나은지도 알려주랑","하 부럽다..."
"i","Informative","연애상담소","2017165","13022613","1","19) 오일","기념일에 선물로 남친한테 오일플레이 해주고 싶은데 모텔에서 해도 돼?
바디타월 깔고 하면 괜찮은가? 해본 사람 있으면 조언 좀 ㅠㅠ
그리고 오일이랑 젤 중에 뭐가 더 나은지도 알려주랑","ㄹㅇ 부러워서 댓글 못 달고 추천만누름 ㅜ"
"i","Informative","연애상담소","2017165","13025079","0","19) 오일","기념일에 선물로 남친한테 오일플레이 해주고 싶은데 모텔에서 해도 돼?
바디타월 깔고 하면 괜찮은가? 해본 사람 있으면 조언 좀 ㅠㅠ
그리고 오일이랑 젤 중에 뭐가 더 나은지도 알려주랑","바디타월 깔고 한 적은 있는데 괜찮았던 것 같음.. 쿠팡에 오일 비닐같은 것도 있네"
"i","Informative","연애상담소","2017165","13026846","0","19) 오일","기념일에 선물로 남친한테 오일플레이 해주고 싶은데 모텔에서 해도 돼?
바디타월 깔고 하면 괜찮은가? 해본 사람 있으면 조언 좀 ㅠㅠ
그리고 오일이랑 젤 중에 뭐가 더 나은지도 알려주랑","젤 오일 둘다 상관없는데 그냥 바디오일 같은걸로 하면될듯 수건깔고"
"i","Informative","연애상담소","2017070","13020440","0","19) 위험한지 좀 봐줘","여친이랑 나랑 비비는 걸 좋아하는데, 서로 마주본 상태로 누워서 비비거든. 쌀 거 같으면 여친이 손으로 마무리해주고 배에다 사정하고
근데 여친이 사정할 거 같아도 끝까지 비비는 걸 원하는 거 같더라고. 그러면 성기 입구에 묻거나 삽입은 안 해도 질 안에 조금은 묻을 수도 있을 거 같은데, 비비다가 그대로 싸는 건 좀 위험하겠지??","차라리 피임약을 먹고해라.."
"i","Informative","연애상담소","2017070","13020453","0","19) 위험한지 좀 봐줘","여친이랑 나랑 비비는 걸 좋아하는데, 서로 마주본 상태로 누워서 비비거든. 쌀 거 같으면 여친이 손으로 마무리해주고 배에다 사정하고
근데 여친이 사정할 거 같아도 끝까지 비비는 걸 원하는 거 같더라고. 그러면 성기 입구에 묻거나 삽입은 안 해도 질 안에 조금은 묻을 수도 있을 거 같은데, 비비다가 그대로 싸는 건 좀 위험하겠지??","임신 잘 안됨 대놓고 싸도 안돼 ㅜㅜ! 저걸로 되면 축복이라고 생각하고 걍 낳어.."
"i","Informative","연애상담소","2017070","13020474","1","19) 위험한지 좀 봐줘","여친이랑 나랑 비비는 걸 좋아하는데, 서로 마주본 상태로 누워서 비비거든. 쌀 거 같으면 여친이 손으로 마무리해주고 배에다 사정하고
근데 여친이 사정할 거 같아도 끝까지 비비는 걸 원하는 거 같더라고. 그러면 성기 입구에 묻거나 삽입은 안 해도 질 안에 조금은 묻을 수도 있을 거 같은데, 비비다가 그대로 싸는 건 좀 위험하겠지??","그래도 위험해;;"
"i","Informative","연애상담소","2017070","13020482","2","19) 위험한지 좀 봐줘","여친이랑 나랑 비비는 걸 좋아하는데, 서로 마주본 상태로 누워서 비비거든. 쌀 거 같으면 여친이 손으로 마무리해주고 배에다 사정하고
근데 여친이 사정할 거 같아도 끝까지 비비는 걸 원하는 거 같더라고. 그러면 성기 입구에 묻거나 삽입은 안 해도 질 안에 조금은 묻을 수도 있을 거 같은데, 비비다가 그대로 싸는 건 좀 위험하겠지??","그건 공감이야 굳이 위험감수할 필요가 있오? 임신을 원치 않는데"
"i","Informative","연애상담소","2017070","13020545","2","19) 위험한지 좀 봐줘","여친이랑 나랑 비비는 걸 좋아하는데, 서로 마주본 상태로 누워서 비비거든. 쌀 거 같으면 여친이 손으로 마무리해주고 배에다 사정하고
근데 여친이 사정할 거 같아도 끝까지 비비는 걸 원하는 거 같더라고. 그러면 성기 입구에 묻거나 삽입은 안 해도 질 안에 조금은 묻을 수도 있을 거 같은데, 비비다가 그대로 싸는 건 좀 위험하겠지??","저걸로 임신될거라고 믿고 걱정할거면 차라리 로또를 사라"
"i","Informative","연애상담소","2017070","13021051","2","19) 위험한지 좀 봐줘","여친이랑 나랑 비비는 걸 좋아하는데, 서로 마주본 상태로 누워서 비비거든. 쌀 거 같으면 여친이 손으로 마무리해주고 배에다 사정하고
근데 여친이 사정할 거 같아도 끝까지 비비는 걸 원하는 거 같더라고. 그러면 성기 입구에 묻거나 삽입은 안 해도 질 안에 조금은 묻을 수도 있을 거 같은데, 비비다가 그대로 싸는 건 좀 위험하겠지??","글쓴이 착하다 사려깊네"
"c","Critical","연애상담소","2017070","13021853","2","19) 위험한지 좀 봐줘","여친이랑 나랑 비비는 걸 좋아하는데, 서로 마주본 상태로 누워서 비비거든. 쌀 거 같으면 여친이 손으로 마무리해주고 배에다 사정하고
근데 여친이 사정할 거 같아도 끝까지 비비는 걸 원하는 거 같더라고. 그러면 성기 입구에 묻거나 삽입은 안 해도 질 안에 조금은 묻을 수도 있을 거 같은데, 비비다가 그대로 싸는 건 좀 위험하겠지??","ㅋㅋ성교육 다시 받아라"
"i","Informative","연애상담소","2017070","13020481","1","19) 위험한지 좀 봐줘","여친이랑 나랑 비비는 걸 좋아하는데, 서로 마주본 상태로 누워서 비비거든. 쌀 거 같으면 여친이 손으로 마무리해주고 배에다 사정하고
근데 여친이 사정할 거 같아도 끝까지 비비는 걸 원하는 거 같더라고. 그러면 성기 입구에 묻거나 삽입은 안 해도 질 안에 조금은 묻을 수도 있을 거 같은데, 비비다가 그대로 싸는 건 좀 위험하겠지??","몇초 더 느낀다고 비비다가 질입구에서 고대로 싸는건 굳이? 싶은데 어차피 질 안에다가 싸도 잘 안되는게 임신이다"
"i","Informative","연애상담소","2017070","13020530","0","19) 위험한지 좀 봐줘","여친이랑 나랑 비비는 걸 좋아하는데, 서로 마주본 상태로 누워서 비비거든. 쌀 거 같으면 여친이 손으로 마무리해주고 배에다 사정하고
근데 여친이 사정할 거 같아도 끝까지 비비는 걸 원하는 거 같더라고. 그러면 성기 입구에 묻거나 삽입은 안 해도 질 안에 조금은 묻을 수도 있을 거 같은데, 비비다가 그대로 싸는 건 좀 위험하겠지??","질외사정도 하는데 뭐.."
"i","Informative","연애상담소","2017070","13020735","0","19) 위험한지 좀 봐줘","여친이랑 나랑 비비는 걸 좋아하는데, 서로 마주본 상태로 누워서 비비거든. 쌀 거 같으면 여친이 손으로 마무리해주고 배에다 사정하고
근데 여친이 사정할 거 같아도 끝까지 비비는 걸 원하는 거 같더라고. 그러면 성기 입구에 묻거나 삽입은 안 해도 질 안에 조금은 묻을 수도 있을 거 같은데, 비비다가 그대로 싸는 건 좀 위험하겠지??","피임약 먹고 시원하게 안에 싸라"
"i","Informative","연애상담소","2017042","13020274","0","연애 티 안내는 애인","상대가 평소 본인이 사진 찍히는 거, 찍어주는 거, 같이 찍는 거 다 싫어하고 어쩌다 같이 찍은 사진은 올릴거면 얼굴 가려달라 하는데
이거 서운해해도 되는 부분임? 남자들 의견좀","여러 이유가 있지만 90% 상대 외모 문제"
"i","Informative","연애상담소","2017042","13020277","1","연애 티 안내는 애인","상대가 평소 본인이 사진 찍히는 거, 찍어주는 거, 같이 찍는 거 다 싫어하고 어쩌다 같이 찍은 사진은 올릴거면 얼굴 가려달라 하는데
이거 서운해해도 되는 부분임? 남자들 의견좀","그런가? 나는 프라이버시 때문에 안함"
"i","Informative","연애상담소","2017042","13020279","0","연애 티 안내는 애인","상대가 평소 본인이 사진 찍히는 거, 찍어주는 거, 같이 찍는 거 다 싫어하고 어쩌다 같이 찍은 사진은 올릴거면 얼굴 가려달라 하는데
이거 서운해해도 되는 부분임? 남자들 의견좀","나는 프라이버시 때문에 안좋아함"
"i","Informative","연애상담소","2017042","13020290","0","연애 티 안내는 애인","상대가 평소 본인이 사진 찍히는 거, 찍어주는 거, 같이 찍는 거 다 싫어하고 어쩌다 같이 찍은 사진은 올릴거면 얼굴 가려달라 하는데
이거 서운해해도 되는 부분임? 남자들 의견좀","모솔남인 난 같이 사진 찍은 사진 프사로 하는게 꿈인데.."
"i","Informative","연애상담소","2017042","13020293","1","연애 티 안내는 애인","상대가 평소 본인이 사진 찍히는 거, 찍어주는 거, 같이 찍는 거 다 싫어하고 어쩌다 같이 찍은 사진은 올릴거면 얼굴 가려달라 하는데
이거 서운해해도 되는 부분임? 남자들 의견좀","네임드화 좀"
"i","Informative","연애상담소","2017042","13020322","0","연애 티 안내는 애인","상대가 평소 본인이 사진 찍히는 거, 찍어주는 거, 같이 찍는 거 다 싫어하고 어쩌다 같이 찍은 사진은 올릴거면 얼굴 가려달라 하는데
이거 서운해해도 되는 부분임? 남자들 의견좀","프사올리면 회사에 있는 동료들이 연애하냐고 존나게 물어보는데 일부러 사서 고생할일 있냐?"
"i","Informative","연애상담소","2017042","13020931","0","연애 티 안내는 애인","상대가 평소 본인이 사진 찍히는 거, 찍어주는 거, 같이 찍는 거 다 싫어하고 어쩌다 같이 찍은 사진은 올릴거면 얼굴 가려달라 하는데
이거 서운해해도 되는 부분임? 남자들 의견좀","올리는 거 싫어하는 거랑 찍어주는거&같이 찍는 거 싫어하는 건 다르지 너는 왜 안찍어줘ㅋㅋ어이없네 의심할 수도 있는 부분 맞다고봄"
"i","Informative","연애상담소","2017042","13020949","0","연애 티 안내는 애인","상대가 평소 본인이 사진 찍히는 거, 찍어주는 거, 같이 찍는 거 다 싫어하고 어쩌다 같이 찍은 사진은 올릴거면 얼굴 가려달라 하는데
이거 서운해해도 되는 부분임? 남자들 의견좀","프라이버시 드립치는애들 상대가 개존예개존잘이면 자랑못해서 입이근질근질한애들이 한트럭임"
"i","Informative","연애상담소","2017042","13025675","1","연애 티 안내는 애인","상대가 평소 본인이 사진 찍히는 거, 찍어주는 거, 같이 찍는 거 다 싫어하고 어쩌다 같이 찍은 사진은 올릴거면 얼굴 가려달라 하는데
이거 서운해해도 되는 부분임? 남자들 의견좀","ㄴㄴ 전혀 아님.. 장원영이나 카리나가 여친이어도 그럴 생각 전혀 없음"
"i","Informative","연애상담소","2017021","13020257","0","[19] 남성분들께 오럴 관련 질문","나 여자고 입으로 해주는 거 좋아하는데 남자다미들에게 물어보고 싶은 게 있어.
내가 잘하는 건지 아닌지가 궁금해
1. 여자가 입으로 해줄 때 사정 여부 - 사정 하는지 안하는지/ 사정하기 어려운지 쉬운지
2. 사정 이후의 두통이 나의 스킬과 유관한지
- 지금까지 만난 사람들 중 두 명이 각각 한 번씩 섹스/오럴 직후에 갑작스러운 두통을 호소하며 진통제 먹음
3. 그리고 입으로 해주는 게 별로일 때도 여자 듣기 좋으라고 좋다고 잘한다고 말하는지
침대에서 말고 샤워하면서나 남자가 서있을 때 다리 후들거리는거 보면 진짜 좋아하는거 같긴 한데, 내가 직접 느낄 수가 없으니 그들의 말이 어느 정도 진심인지 궁금함
입으로 보내버릴 때 뿌듯해요","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
"i","Informative","연애상담소","2017021","13020261","0","[19] 남성분들께 오럴 관련 질문","나 여자고 입으로 해주는 거 좋아하는데 남자다미들에게 물어보고 싶은 게 있어.
내가 잘하는 건지 아닌지가 궁금해
1. 여자가 입으로 해줄 때 사정 여부 - 사정 하는지 안하는지/ 사정하기 어려운지 쉬운지
2. 사정 이후의 두통이 나의 스킬과 유관한지
- 지금까지 만난 사람들 중 두 명이 각각 한 번씩 섹스/오럴 직후에 갑작스러운 두통을 호소하며 진통제 먹음
3. 그리고 입으로 해주는 게 별로일 때도 여자 듣기 좋으라고 좋다고 잘한다고 말하는지
침대에서 말고 샤워하면서나 남자가 서있을 때 다리 후들거리는거 보면 진짜 좋아하는거 같긴 한데, 내가 직접 느낄 수가 없으니 그들의 말이 어느 정도 진심인지 궁금함
입으로 보내버릴 때 뿌듯해요","1. 사정하기 힘들던데. 사정할 수는 있는데 그 전에 여자친구가 턱아프다고 안해줌. 얼마정도 하는거야? 2. 그런거 없엌ㅋㅋㅋㅋㅋㅋ 3. 그렇긴하지? 근데 남자 사정은 거짓말하지 않음. 내가 역으로 궁금한 것도 있음 1. 비결이 뭐임? 여자친구는 중간에 하다가 지쳐서 안해주는데 어떻게 하면 안지침? 또, 여자친구가 해줄 때 좋은데 너무하면 귀두가 간지러운 느낌? 이 있어서 좀 그런데 어떻게 그런 느낌 없이 할 수 있는지 2. 내가 여자친구 입으로 해주려고하면 여자친구는 부끄럽다고 하지마라는데  여자들은 원래 입으로 해주는거 안 좋아함?"
"i","Informative","연애상담소","2017021","13020484","1","[19] 남성분들께 오럴 관련 질문","나 여자고 입으로 해주는 거 좋아하는데 남자다미들에게 물어보고 싶은 게 있어.
내가 잘하는 건지 아닌지가 궁금해
1. 여자가 입으로 해줄 때 사정 여부 - 사정 하는지 안하는지/ 사정하기 어려운지 쉬운지
2. 사정 이후의 두통이 나의 스킬과 유관한지
- 지금까지 만난 사람들 중 두 명이 각각 한 번씩 섹스/오럴 직후에 갑작스러운 두통을 호소하며 진통제 먹음
3. 그리고 입으로 해주는 게 별로일 때도 여자 듣기 좋으라고 좋다고 잘한다고 말하는지
침대에서 말고 샤워하면서나 남자가 서있을 때 다리 후들거리는거 보면 진짜 좋아하는거 같긴 한데, 내가 직접 느낄 수가 없으니 그들의 말이 어느 정도 진심인지 궁금함
입으로 보내버릴 때 뿌듯해요","ㄹㅇ 턱아프고 진공해주느라 볼근육도 뻐근한데 참고해준다 1. 빨리사정시키려면 볼로는 쎄게 빨면서 위아래로 움직이고 혀로 부드럽게 귀두 핥는거 동시에 해줘야함 여친이 어떻게 하길래 귀두가 간지럽지 2. 사바사 난 좋아해 모양 눈으로 보는게 싫고 냄새날까봐 부끄러워서 그런가.."
